"No.","Time","Source","Destination","Protocol","Length","Info"
"92","13.217042","100.86.87.79","104.18.35.30","TLSv1.3","89","Application Data"
"93","13.274060","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=8816 Ack=63953 Win=40960 Len=0"
"94","17.885878","100.86.87.79","104.18.35.30","TLSv1.3","126","Application Data"
"95","17.886101","100.86.87.79","104.18.35.30","TLSv1.3","7537","Application Data"
"96","17.904355","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=8816 Ack=64025 Win=40960 Len=0"
"97","17.904706","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=8816 Ack=71508 Win=40960 Len=0"
"98","18.013753","104.18.35.30","100.86.87.79","TLSv1.3","631","Application Data"
"99","18.014015","104.18.35.30","100.86.87.79","TLSv1.3","136","Application Data, Application Data"
"100","18.014036","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=71508 Ack=9475 Win=130816 Len=0"
"101","30.460803","100.86.87.79","104.18.35.30","TLSv1.3","126","Application Data"
"102","30.461156","100.86.87.79","104.18.35.30","TLSv1.3","93","Application Data"
"103","30.461611","100.86.87.79","104.18.35.30","TLSv1.3","4066","Application Data"
"104","30.482539","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=9475 Ack=71619 Win=65536 Len=0"
"105","30.482539","104.18.35.30","100.86.87.79","TLSv1.3","93","Application Data"
"106","30.483134","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=9514 Ack=75631 Win=73728 Len=0"
"107","30.525470","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=75631 Ack=9514 Win=130816 Len=0"
"108","30.605408","104.18.35.30","100.86.87.79","TLSv1.3","520","Application Data"
"109","30.605408","104.18.35.30","100.86.87.79","TLSv1.3","136","Application Data, Application Data"
"110","30.605522","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=75631 Ack=10062 Win=130304 Len=0"
"111","30.606275","100.86.87.79","104.18.35.30","TLSv1.3","89","Application Data"
"112","30.663601","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=10062 Ack=75666 Win=73728 Len=0"
"113","30.666599","100.86.87.79","104.18.35.30","TLSv1.3","122","Application Data"
"114","30.666763","100.86.87.79","104.18.35.30","TLSv1.3","4066","Application Data"
"115","30.682507","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=10062 Ack=75734 Win=73728 Len=0"
"116","30.682507","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=10062 Ack=77134 Win=81920 Len=0"
"117","30.682815","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=10062 Ack=79746 Win=90112 Len=0"
"118","30.799591","104.18.35.30","100.86.87.79","TLSv1.3","459","Application Data"
"119","30.799591","104.18.35.30","100.86.87.79","TLSv1.3","105","Application Data"
"120","30.799591","104.18.35.30","100.86.87.79","TLSv1.3","85","Application Data"
"121","30.799758","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=79746 Ack=10549 Win=131584 Len=0"
"122","30.812656","100.86.87.79","104.18.35.30","TLSv1.3","122","Application Data"
"123","30.812878","100.86.87.79","104.18.35.30","TLSv1.3","4066","Application Data"
"124","30.830122","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=10549 Ack=79814 Win=90112 Len=0"
"125","30.830467","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=10549 Ack=83826 Win=98304 Len=0"
"126","30.942822","100.86.87.79","104.18.35.30","TLSv1.3","126","Application Data"
"127","30.943067","100.86.87.79","104.18.35.30","TLSv1.3","4067","Application Data"
"128","30.945274","104.18.35.30","100.86.87.79","TLSv1.3","482","Application Data"
"129","30.946053","104.18.35.30","100.86.87.79","TLSv1.3","136","Application Data, Application Data"
"130","30.946138","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=87911 Ack=11059 Win=131072 Len=0"
"131","30.962564","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=11059 Ack=83898 Win=98304 Len=0"
"132","30.962564","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=11059 Ack=85298 Win=98304 Len=0"
"133","30.962951","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=11059 Ack=87911 Win=106496 Len=0"
"134","31.067011","104.18.35.30","100.86.87.79","TLSv1.3","455","Application Data"
"135","31.069847","104.18.35.30","100.86.87.79","TLSv1.3","136","Application Data, Application Data"
"136","31.069971","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=87911 Ack=11542 Win=130560 Len=0"
"137","31.150751","100.86.87.79","104.18.35.30","TLSv1.3","126","Application Data"
"138","31.150935","100.86.87.79","104.18.35.30","TLSv1.3","7616","Application Data"
"139","31.166748","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=11542 Ack=87983 Win=106496 Len=0"
"140","31.166748","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=11542 Ack=89383 Win=106496 Len=0"
"141","31.166748","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=11542 Ack=95545 Win=114688 Len=0"
"142","31.285147","100.86.87.79","104.18.35.30","TLSv1.3","126","Application Data"
"143","31.285236","100.86.87.79","104.18.35.30","TLSv1.3","4069","Application Data"
"144","31.303377","104.18.35.30","100.86.87.79","TLSv1.3","457","Application Data"
"145","31.303377","104.18.35.30","100.86.87.79","TLSv1.3","136","Application Data, Application Data"
"146","31.303602","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=99632 Ack=12027 Win=131584 Len=0"
"147","31.304988","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=12027 Ack=95617 Win=114688 Len=0"
"148","31.304988","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=12027 Ack=99632 Win=122880 Len=0"
"149","31.416742","104.18.35.30","100.86.87.79","TLSv1.3","612","Application Data"
"150","31.417389","104.18.35.30","100.86.87.79","TLSv1.3","136","Application Data, Application Data"
"151","31.417494","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=99632 Ack=12667 Win=130816 Len=0"
"152","31.465531","100.86.87.79","104.18.35.30","TLSv1.3","126","Application Data"
"153","31.465788","100.86.87.79","104.18.35.30","TLSv1.3","4070","Application Data"
"154","31.481659","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=12667 Ack=99704 Win=122880 Len=0"
"155","31.481659","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=12667 Ack=103720 Win=131072 Len=0"
"156","31.606539","104.18.35.30","100.86.87.79","TLSv1.3","500","Application Data"
"157","31.606902","104.18.35.30","100.86.87.79","TLSv1.3","136","Application Data, Application Data"
"158","31.607057","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=103720 Ack=13195 Win=130304 Len=0"
"159","31.615578","100.86.87.79","104.18.35.30","TLSv1.3","126","Application Data"
"160","31.615709","100.86.87.79","104.18.35.30","TLSv1.3","4071","Application Data"
"161","31.631211","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=13195 Ack=103792 Win=131072 Len=0"
"162","31.631808","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=13195 Ack=106592 Win=139264 Len=0"
"163","31.632098","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=13195 Ack=107809 Win=147456 Len=0"
"164","31.732767","100.86.87.79","104.18.35.30","TLSv1.3","126","Application Data"
"165","31.732859","100.86.87.79","104.18.35.30","TLSv1.3","9825","Application Data"
"166","31.752213","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=13195 Ack=112081 Win=155648 Len=0"
"167","31.752213","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=13195 Ack=113481 Win=155648 Len=0"
"168","31.759768","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=13195 Ack=117652 Win=163840 Len=0"
"169","31.759768","104.18.35.30","100.86.87.79","TLSv1.3","454","Application Data"
"170","31.759768","104.18.35.30","100.86.87.79","TLSv1.3","136","Application Data, Application Data"
"171","31.760107","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=117652 Ack=13677 Win=131584 Len=0"
"172","31.873616","100.86.87.79","104.18.35.30","TLSv1.3","122","Application Data"
"173","31.873846","100.86.87.79","104.18.35.30","TLSv1.3","4071","Application Data"
"174","31.881122","104.18.35.30","100.86.87.79","TLSv1.3","482","Application Data"
"175","31.881309","104.18.35.30","100.86.87.79","TLSv1.3","136","Application Data, Application Data"
"176","31.881412","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=121737 Ack=14187 Win=131072 Len=0"
"177","31.889445","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=14187 Ack=119120 Win=163840 Len=0"
"178","31.889926","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=14187 Ack=121737 Win=172032 Len=0"
"179","32.109920","104.18.35.30","100.86.87.79","TLSv1.3","479","Application Data"
"180","32.109920","104.18.35.30","100.86.87.79","TLSv1.3","105","Application Data"
"181","32.109920","104.18.35.30","100.86.87.79","TLSv1.3","85","Application Data"
"182","32.110146","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=121737 Ack=14694 Win=130560 Len=0"
"183","32.110504","104.18.35.30","100.86.87.79","TCP","85","[TCP Spurious Retransmission] 443  >  60994 [PSH, ACK] Seq=14663 Ack=121737 Win=172032 Len=31"
"184","32.110553","100.86.87.79","104.18.35.30","TCP","66","[TCP Dup ACK 182#1] 60994  >  443 [ACK] Seq=121737 Ack=14694 Win=130560 Len=0 SLE=14663 SRE=14694"
"185","32.801640","100.86.87.79","104.18.35.30","TLSv1.3","126","Application Data"
"186","32.801726","100.86.87.79","104.18.35.30","TLSv1.3","5838","Application Data"
"187","32.818235","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=14694 Ack=123209 Win=172032 Len=0"
"188","32.818235","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=14694 Ack=126009 Win=180224 Len=0"
"189","32.818235","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=14694 Ack=127593 Win=180224 Len=0"
"190","32.950350","104.18.35.30","100.86.87.79","TLSv1.3","635","Application Data"
"191","32.950922","104.18.35.30","100.86.87.79","TLSv1.3","136","Application Data, Application Data"
"192","32.951057","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=127593 Ack=15357 Win=131584 Len=0"
"193","33.229105","100.86.87.79","104.18.35.30","TLSv1.3","156","Application Data"
"194","33.290201","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=15357 Ack=127695 Win=180224 Len=0"
"195","33.361657","104.18.35.30","100.86.87.79","TLSv1.3","574","Application Data"
"196","33.363285","100.86.87.79","104.18.35.30","TLSv1.3","161","Application Data"
"197","33.363447","100.86.87.79","104.18.35.30","TLSv1.3","726","Application Data"
"198","33.380187","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=15877 Ack=128474 Win=188416 Len=0"
"199","33.421809","100.86.87.79","104.18.35.30","TLSv1.3","127","Application Data"
"200","33.422227","100.86.87.79","104.18.35.30","TLSv1.3","16460","Application Data"
"201","33.422398","100.86.87.79","104.18.35.30","TLSv1.3","2910","Application Data"
"202","33.438157","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=15877 Ack=128547 Win=188416 Len=0"
"203","33.438157","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=15877 Ack=131347 Win=196608 Len=0"
"204","33.438394","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=15877 Ack=132747 Win=196608 Len=0"
"205","33.438725","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=15877 Ack=138347 Win=204800 Len=0"
"206","33.438725","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=15877 Ack=142547 Win=212992 Len=0"
"207","33.440381","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=15877 Ack=144953 Win=221184 Len=0"
"208","33.440381","104.18.35.30","100.86.87.79","TLSv1.3","89","Application Data"
"209","33.440381","104.18.35.30","100.86.87.79","TCP","56","443  >  60994 [ACK] Seq=15912 Ack=147809 Win=229376 Len=0"
"210","33.490280","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=147809 Ack=15912 Win=130816 Len=0"
"211","33.512447","104.18.35.30","100.86.87.79","TLSv1.3","487","Application Data"
"212","33.515188","104.18.35.30","100.86.87.79","TCP","1514","443  >  60994 [ACK] Seq=16345 Ack=147809 Win=229376 Len=1460 [TCP segment of a reassembled PDU]"
"213","33.515188","104.18.35.30","100.86.87.79","TCP","1514","443  >  60994 [PSH, ACK] Seq=17805 Ack=147809 Win=229376 Len=1460 [TCP segment of a reassembled PDU]"
"214","33.515293","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=147809 Ack=19265 Win=131584 Len=0"
"215","33.516957","104.18.35.30","100.86.87.79","TLSv1.3","1385","Application Data"
"216","33.516957","104.18.35.30","100.86.87.79","TCP","1514","443  >  60994 [ACK] Seq=20596 Ack=147809 Win=229376 Len=1460 [TCP segment of a reassembled PDU]"
"217","33.517040","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=147809 Ack=22056 Win=131584 Len=0"
"218","33.517772","104.18.35.30","100.86.87.79","TLSv1.3","2974","Application Data"
"219","33.517796","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=147809 Ack=24976 Win=131584 Len=0"
"220","33.520043","104.18.35.30","100.86.87.79","TCP","1514","443  >  60994 [PSH, ACK] Seq=24976 Ack=147809 Win=229376 Len=1460 [TCP segment of a reassembled PDU]"
"221","33.520090","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=147809 Ack=26436 Win=131584 Len=0"
"222","33.521327","104.18.35.30","100.86.87.79","TLSv1.3","2974","Application Data"
"223","33.521517","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=147809 Ack=29356 Win=131584 Len=0"
"224","33.521782","104.18.35.30","100.86.87.79","TCP","2974","443  >  60994 [PSH, ACK] Seq=29356 Ack=147809 Win=229376 Len=2920 [TCP segment of a reassembled PDU]"
"225","33.521852","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=147809 Ack=32276 Win=131584 Len=0"
"226","33.524316","104.18.35.30","100.86.87.79","TLSv1.3","1514","Application Data"
"227","33.524992","104.18.35.30","100.86.87.79","TCP","1514","443  >  60994 [PSH, ACK] Seq=33736 Ack=147809 Win=229376 Len=1460 [TCP segment of a reassembled PDU]"
"228","33.525027","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=147809 Ack=35196 Win=131584 Len=0"
"229","33.525448","104.18.35.30","100.86.87.79","TLSv1.3","2974","Application Data"
"230","33.525499","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=147809 Ack=38116 Win=131584 Len=0"
"231","33.527254","104.18.35.30","100.86.87.79","TCP","1514","443  >  60994 [ACK] Seq=38116 Ack=147809 Win=229376 Len=1460 [TCP segment of a reassembled PDU]"
"232","33.527656","104.18.35.30","100.86.87.79","TCP","1514","443  >  60994 [PSH, ACK] Seq=39576 Ack=147809 Win=229376 Len=1460 [TCP segment of a reassembled PDU]"
"233","33.527702","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=147809 Ack=41036 Win=131584 Len=0"
"234","33.529240","104.18.35.30","100.86.87.79","TLSv1.3","1514","Application Data"
"235","33.529698","104.18.35.30","100.86.87.79","TCP","1514","443  >  60994 [PSH, ACK] Seq=42496 Ack=147809 Win=229376 Len=1460 [TCP segment of a reassembled PDU]"
"236","33.529757","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=147809 Ack=43956 Win=131584 Len=0"
"237","33.531261","104.18.35.30","100.86.87.79","TCP","1514","443  >  60994 [ACK] Seq=43956 Ack=147809 Win=229376 Len=1460 [TCP segment of a reassembled PDU]"
"238","33.531577","104.18.35.30","100.86.87.79","TLSv1.3","1514","Application Data"
"239","33.531622","100.86.87.79","104.18.35.30","TCP","54","60994  >  443 [ACK] Seq=147809 Ack=46876 Win=131584 Len=0"
"240","33.533362","104.18.35.30","100.86.87.79","TLSv1.3","1514","Application Data"
