No.,Time,Source,Destination,Protocol,Length,Info,label
58,10.46001,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=43583 Ack=8856 Win=65536 Len=1460 [TCP segment of a reassembled PDU],1
59,10.46001,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=45043 Ack=8856 Win=65536 Len=1460 [TCP segment of a reassembled PDU],1
60,10.46001,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=46503 Ack=8856 Win=65536 Len=1460 [TCP segment of a reassembled PDU],1
61,10.46001,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=47963 Ack=8856 Win=65536 Len=1460 [TCP segment of a reassembled PDU],1
62,10.48577,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=49423 Ack=8856 Win=65536 Len=1460 [TCP segment of a reassembled PDU],1
63,10.524337,23.61.11.185,100.86.111.80,TCP,56,443  >  51454 [ACK] Seq=8856 Ack=19181 Win=64128 Len=0,1
64,10.524437,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=50883 Ack=8856 Win=65536 Len=1460 [TCP segment of a reassembled PDU],1
65,10.529099,23.61.11.185,100.86.111.80,TCP,56,443  >  51454 [ACK] Seq=8856 Ack=23143 Win=64128 Len=0,1
66,10.529099,23.61.11.185,100.86.111.80,TCP,56,443  >  51454 [ACK] Seq=8856 Ack=27523 Win=61312 Len=0,1
67,10.529346,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=52343 Ack=8856 Win=65536 Len=1460 [TCP segment of a reassembled PDU],1
68,10.529346,100.86.111.80,23.61.11.185,TLSv1.3,1514,Application Data,1
69,10.529346,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=55263 Ack=8856 Win=65536 Len=1460 [TCP segment of a reassembled PDU],1
70,10.529346,100.86.111.80,23.61.11.185,TLSv1.3,871,Application Data,1
71,10.529592,23.61.11.185,100.86.111.80,TCP,56,443  >  51454 [ACK] Seq=8856 Ack=36283 Win=55168 Len=0,1
72,10.529592,23.61.11.185,100.86.111.80,TCP,56,443  >  51454 [ACK] Seq=8856 Ack=40663 Win=52096 Len=0,1
73,10.529592,23.61.11.185,100.86.111.80,TCP,56,443  >  51454 [ACK] Seq=8856 Ack=43583 Win=50048 Len=0,1
74,10.529592,23.61.11.185,100.86.111.80,TCP,56,443  >  51454 [ACK] Seq=8856 Ack=50883 Win=44800 Len=0,1
75,10.541597,23.61.11.185,100.86.111.80,TCP,56,443  >  51454 [ACK] Seq=8856 Ack=53803 Win=63360 Len=0,1
76,10.542311,23.61.11.185,100.86.111.80,TCP,56,443  >  51454 [ACK] Seq=8856 Ack=57540 Win=60288 Len=0,1
77,10.651629,100.86.111.80,23.61.11.185,TCP,66,51475  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,1
78,10.730734,23.61.11.185,100.86.111.80,TCP,66,"443  >  51475 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM WS=128",1
79,10.731687,100.86.111.80,23.61.11.185,TCP,54,51475  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0,1
80,10.734286,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU],1
81,10.734286,100.86.111.80,23.61.11.185,TLSv1.3,645,Client Hello (SNI=rubicon.wellsfargo.com),1
82,10.794873,23.61.11.185,100.86.111.80,TCP,56,443  >  51475 [ACK] Seq=1 Ack=2052 Win=63616 Len=0,1
83,10.794873,23.61.11.185,100.86.111.80,TLSv1.3,324,"Server Hello, Change Cipher Spec, Application Data, Application Data",1
84,10.79866,100.86.111.80,23.61.11.185,TLSv1.3,134,"Change Cipher Spec, Application Data",1
85,10.802566,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=2132 Ack=271 Win=65280 Len=1460 [TCP segment of a reassembled PDU],1
86,10.802566,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=3592 Ack=271 Win=65280 Len=1460 [TCP segment of a reassembled PDU],1
87,10.802566,100.86.111.80,23.61.11.185,TLSv1.3,1183,Application Data,1
88,10.803156,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=6181 Ack=271 Win=65280 Len=1460 [TCP segment of a reassembled PDU],1
89,10.803156,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=7641 Ack=271 Win=65280 Len=1460 [TCP segment of a reassembled PDU],1
90,10.803156,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=9101 Ack=271 Win=65280 Len=1460 [TCP segment of a reassembled PDU],1
91,10.803156,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=10561 Ack=271 Win=65280 Len=1460 [TCP segment of a reassembled PDU],1
92,10.803156,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=12021 Ack=271 Win=65280 Len=1460 [TCP segment of a reassembled PDU],1
93,10.803156,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=13481 Ack=271 Win=65280 Len=1460 [TCP segment of a reassembled PDU],1
94,10.803156,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=14941 Ack=271 Win=65280 Len=1460 [TCP segment of a reassembled PDU],1
95,10.803156,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=16401 Ack=271 Win=65280 Len=1460 [TCP segment of a reassembled PDU],1
96,10.852394,23.61.11.185,100.86.111.80,TCP,56,443  >  51475 [ACK] Seq=271 Ack=9101 Win=59264 Len=0,1
97,10.852394,23.61.11.185,100.86.111.80,TLSv1.3,357,Application Data,1
98,10.852719,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=17861 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
99,10.852719,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=19321 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
100,10.852719,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=20781 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
101,10.852719,100.86.111.80,23.61.11.185,TLSv1.3,1514,Application Data,1
102,10.852719,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=23701 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
103,10.852719,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=25161 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
104,10.852719,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=26621 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
105,10.852719,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=28081 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
106,10.852719,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=29541 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
107,10.852719,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=31001 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
108,10.852719,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=32461 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
109,10.852719,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=33921 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
110,10.873286,23.61.11.185,100.86.111.80,TCP,56,443  >  51475 [ACK] Seq=574 Ack=13481 Win=56192 Len=0,1
111,10.873507,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=35381 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
112,10.873507,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=36841 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
113,10.873507,100.86.111.80,23.61.11.185,TLSv1.3,1514,Application Data,1
114,10.873507,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=39761 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
115,10.873774,23.61.11.185,100.86.111.80,TCP,56,443  >  51475 [ACK] Seq=574 Ack=17861 Win=53120 Len=0,1
116,10.873774,23.61.11.185,100.86.111.80,TLSv1.3,938,Application Data,1
117,10.874081,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=41221 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
118,10.874081,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=42681 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
119,10.874081,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=44141 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
120,10.874081,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=45601 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
121,10.874081,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=47061 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
122,10.874081,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=48521 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
123,10.884127,23.61.11.185,100.86.111.80,TCP,56,443  >  51475 [ACK] Seq=574 Ack=20781 Win=63360 Len=0,1
124,10.884296,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=49981 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
125,10.884296,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=51441 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
126,10.884296,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=52901 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
127,10.884296,100.86.111.80,23.61.11.185,TLSv1.3,1514,Application Data,1
128,10.928646,100.86.111.80,23.61.11.185,TCP,54,51454  >  443 [ACK] Seq=57540 Ack=9740 Win=64768 Len=0,1
129,10.935491,23.61.11.185,100.86.111.80,TCP,56,443  >  51475 [ACK] Seq=574 Ack=26621 Win=59264 Len=0,1
130,10.935491,23.61.11.185,100.86.111.80,TCP,56,443  >  51475 [ACK] Seq=574 Ack=49981 Win=42752 Len=0,1
131,10.935659,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=55821 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
132,10.935659,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=57281 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
133,10.935659,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=58741 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
134,10.935659,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=60201 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
135,10.935659,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=61661 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
136,10.935659,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=63121 Ack=574 Win=65024 Len=1460 [TCP segment of a reassembled PDU],1
137,10.935659,100.86.111.80,23.61.11.185,TLSv1.3,95,Application Data,1
138,10.942233,23.61.11.185,100.86.111.80,TCP,56,443  >  51475 [ACK] Seq=574 Ack=55821 Win=61312 Len=0,1
139,10.954101,23.61.11.185,100.86.111.80,TCP,56,443  >  51475 [ACK] Seq=574 Ack=58741 Win=63360 Len=0,1
140,10.959189,23.61.11.185,100.86.111.80,TCP,56,443  >  51475 [ACK] Seq=574 Ack=64622 Win=64128 Len=0,1
141,11.018714,23.61.11.185,100.86.111.80,TCP,1514,443  >  51475 [ACK] Seq=574 Ack=64622 Win=64128 Len=1460 [TCP segment of a reassembled PDU],1
142,11.018714,23.61.11.185,100.86.111.80,TLSv1.3,489,Application Data,1
143,11.019023,100.86.111.80,23.61.11.185,TCP,54,51475  >  443 [ACK] Seq=64622 Ack=2469 Win=65536 Len=0,1
144,12.552244,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=64622 Ack=2469 Win=65536 Len=1460 [TCP segment of a reassembled PDU],1
145,12.552244,100.86.111.80,23.61.11.185,TCP,1514,51475  >  443 [ACK] Seq=66082 Ack=2469 Win=65536 Len=1460 [TCP segment of a reassembled PDU],1
146,12.552244,100.86.111.80,23.61.11.185,TLSv1.3,1077,Application Data,1
147,12.593114,23.61.11.185,100.86.111.80,TCP,56,443  >  51475 [ACK] Seq=2469 Ack=68565 Win=64128 Len=0,1
148,12.650484,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=57540 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
149,12.650484,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=59000 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
150,12.650484,100.86.111.80,23.61.11.185,TLSv1.3,1231,Application Data,1
151,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=61637 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
152,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=63097 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
153,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=64557 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
154,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=66017 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
155,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=67477 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
156,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=68937 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
157,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=70397 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
158,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=71857 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
159,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=73317 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
160,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=74777 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
161,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=76237 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
162,12.650682,100.86.111.80,23.61.11.185,TLSv1.3,1514,Application Data,1
163,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=79157 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
164,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=80617 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
165,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=82077 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
166,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=83537 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
167,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=84997 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
168,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=86457 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
169,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=87917 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
170,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=89377 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
171,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=90837 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
172,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=92297 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
173,12.650682,100.86.111.80,23.61.11.185,TLSv1.3,1514,Application Data,1
174,12.650682,100.86.111.80,23.61.11.185,TCP,1514,51454  >  443 [ACK] Seq=95217 Ack=9740 Win=64768 Len=1460 [TCP segment of a reassembled PDU],1
175,12.650682,100.86.111.80,23.61.11.185,TLSv1.3,871,Application Data,1
176,12.67153,23.61.11.185,100.86.111.80,TCP,56,443  >  51454 [ACK] Seq=9740 Ack=61637 Win=64128 Len=0,1
177,12.67153,23.61.11.185,100.86.111.80,TCP,56,443  >  51454 [ACK] Seq=9740 Ack=66017 Win=62336 Len=0,1
178,12.67153,23.61.11.185,100.86.111.80,TCP,56,443  >  51454 [ACK] Seq=9740 Ack=70397 Win=59264 Len=0,1
179,12.67153,23.61.11.185,100.86.111.80,TCP,56,443  >  51454 [ACK] Seq=9740 Ack=76237 Win=55168 Len=0,1
180,12.67153,23.61.11.185,100.86.111.80,TCP,56,443  >  51454 [ACK] Seq=9740 Ack=82077 Win=51072 Len=0,1
181,12.673324,23.61.11.185,100.86.111.80,TCP,56,443  >  51454 [ACK] Seq=9740 Ack=97494 Win=64128 Len=0,1
182,12.715024,100.86.111.80,23.61.11.185,TCP,66,51493  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,1
183,12.741782,23.61.11.185,100.86.111.80,TCP,1514,443  >  51475 [ACK] Seq=2469 Ack=68565 Win=64128 Len=1460 [TCP segment of a reassembled PDU],1
184,12.741967,23.61.11.185,100.86.111.80,TLSv1.3,681,Application Data,1
185,12.741967,23.61.11.185,100.86.111.80,TCP,66,"443  >  51493 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM WS=128",1
186,12.742316,100.86.111.80,23.61.11.185,TCP,54,51475  >  443 [ACK] Seq=68565 Ack=4556 Win=65536 Len=0,1
187,12.742403,100.86.111.80,23.61.11.185,TCP,54,51493  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0,1
